product_id,msds_number,ingredient_name,cas,fraction,percentage
706 EATON'S A-C FORMULA 90 READY-TO-USE    RODENTICIDE,BZGXX,CHLOROPHACINONE,3691-35-8,0.005%,0.005
779 BAIT BLOCKS RODENTICIDE W/BITREX,BZGZX,"2-(DIPHENYLACETYL)1,3-INDANDIONE, DIPHACINONE",82-66-6,0.005%,0.005
778 SEMI-PERMANENT BAIT BLOCKS RODENTICIDE,BZGZY,"DIPHACINONE SODIUM SALT; DIPHACINONE, MONOSODIUM SALT",42721-99-3,<0.0052%,0.0052
778 SEMI-PERMANENT BAIT BLOCKS RODENTICIDE,BZGZY,"2-(DIPHENYLACETYL)1,3-INDANDIONE, DIPHACINONE",82-66-6,<0.0052%,0.0052
799 SEMI-PERMANENT BAIT BLOCKS RODENTICIDE,BZGZZ,"DIPHACINONE SODIUM SALT; DIPHACINONE, MONOSODIUM SALT",42721-99-3,<0.0052%,0.0052
799 SEMI-PERMANENT BAIT BLOCKS RODENTICIDE,BZGZZ,"2-(DIPHENYLACETYL)1,3-INDANDIONE, DIPHACINONE",82-66-6,<0.0052%,0.0052
788 SEMI-PERMANENT BAIT BLOCKS RODENTICIDE,BZHBB,"DIPHACINONE SODIUM SALT; DIPHACINONE, MONOSODIUM SALT",42721-99-3,<0.0052%,0.0052
788 SEMI-PERMANENT BAIT BLOCKS RODENTICIDE,BZHBB,"2-(DIPHENYLACETYL)1,3-INDANDIONE, DIPHACINONE",82-66-6,<0.0052%,0.0052
DEMON WP 33 OZ SOLUBLE PACKET,BZHMM,CYPERMETHRIN,52315-07-8,44.4%,44.4
DEMON WP 33 OZ SOLUBLE PACKET,BZHMM,"SILICA ACID, CALCIUM SALT	   *96-1*",1344-95-2,27.4%,27.4
DEMON WP 33 OZ SOLUBLE PACKET,BZHMM,AMORPHOUS SILICA GEL  *96-1*,7631-86-9,18.2%,18.2
DEMON WP 4 OZ SOLUBLE PACKET,BZHMN,CYPERMETHRIN,52315-07-8,44.4%,44.4
DEMON WP 4 OZ SOLUBLE PACKET,BZHMN,"SILICA ACID, CALCIUM SALT	   *96-1*",1344-95-2,27.4%,27.4
DEMON WP 4 OZ SOLUBLE PACKET,BZHMN,AMORPHOUS SILICA GEL  *96-1*,7631-86-9,18.2%,18.2
AQUAZINE 90WDG,BZHRC,"S-TRIAZINE,2-CHLORO-4,6-BIS(ETHYLAMINO)-; (SIMAZINE). VP:",122-34-9,90%,90.0
COMBAT FLYING INSECT KILLER,BZHRZ,"CYCLOPROPANE CARBOXYLIC ACID, 2,2-DIMETHYL-3-(2-",7696-12-0,0.250%,0.25
COMBAT FLYING INSECT KILLER,BZHRZ,"CYCLOPROPANECARBOXYLIC ACID, 2,2-DIMETHYL-3-(2-",26002-80-2,0.200%,0.2
COMBAT FLYING INSECT KILLER,BZHRZ,"KEROSENE (PETROLEUM), HYDROTREATED; (PETROLEUM DISTILLATES)",64742-47-8,9.250%,9.25
COMBAT ANT AND ROACH INSTANT KILLER 1,BZHSB,"CYCLOPROPANECARBOXYLIC ACID, 2,2-DIMETHYL-3-(2-",28434-00-6,0.060%,0.06
COMBAT ANT AND ROACH INSTANT KILLER 1,BZHSB,"TOLUENE, ALPHA-(2-(2-BUTOXYETHOXY)ETHOXY)-4,5-",51-03-6,0.120%,0.12
COMBAT ANT AND ROACH INSTANT KILLER 1,BZHSB,"5-NORBORNENE-2,3-DICARBOXIMIDE, N-(2-ETHYLHEXYL)-; (MGK",463-04-7,0.200%,0.2
COMBAT ANT AND ROACH INSTANT KILLER 1,BZHSB,"BENZENEACETIC ACID, 4-CHLORO-ALPHA-1(1- METHYLETHYL)-,",51630-58-1,0.200%,0.2
COMBAT ANT AND ROACH INSTANT KILLER 1,BZHSB,"KEROSENE (PETROLEUM), HYDROTREATED; (PETROLEUM DISTILLATE)",64742-47-8,70-95%,95.0
COMBAT ANT AND ROACH INSTANT KILLER 1,BZHSB,CARBON DIOXIDE (OR INGREDIENT 8),124-38-9,3.000%,3.0
COMBAT ANT AND ROACH INSTANT KILLER 1,BZHSB,"ETHANE, 1,1,1-TRICHLORO-; (1,1,1-TRICHLOROETHANE)",71-55-6,10.0%,10.0
MAXFORCE ROACH CONTROL SYSTEM,BZHSC,"2(1H)-PYRIMIDINONE, TETRAHYDRO-5,5-DIMETHYL-,(3-",67585-29-4,2.0%,2.0
POTASSIUM HYDROXIDE/CARBON,BZKBQ,CARBON,7440-44-0,85-95%,95.0
POTASSIUM HYDROXIDE/CARBON,BZKBQ,POTASSIUM HYDROXIDE (CERCLA),1310-58-3,5-15%,15.0
MAXFORCE PROFESSIONAL INSECT CONTROL ROACH (SUPDAT),BZKRH,"2(1H)-PYRIMIDINONE, TETRAHYDRO-5, 5-DIMETHYL-,",67585-29-4,2%,2.0
BANVEL 720 HERBICIDE,BZLBG,"DIMETHYLAMINE SALT OF DICAMBIA; (3,6-DICHLORO-O-ANISIC",2300-66-5,12.8%,12.8
BANVEL 720 HERBICIDE,BZLBG,"2,4-D ACID, DIMETHYLAMINE SALT; (DIMETHYLAMINE SALT OF",2008-39-1,24.6%,24.6
MAVRIK AQUAFLOW INSECTICIDE,BZLBH,WATER,7732-18-5,59.7%,59.7
MAVRIK AQUAFLOW INSECTICIDE,BZLBH,ETHYLENE GLYCOL (SARA 313) (CERCLA),107-21-1,8.0%,8.0
PESTICIDES LEVEL 1 OR 2,BZLDV,ACETONE (SARA 313) (CERCLA),67-64-1,>99%,99.0
PESTICIDES LEVEL 1 OR 2,BZLDV,"ETHYLENE, 1,1-DICHLORO-2,2-BIS(P-CHLOROPHENYL)-; (DDE)",72-55-9,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"ETHANE, 1,1-DICHLORO-2,2-BIS(P-CHLOROPHENYL)-; (DDD)",72-54-8,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"ETHANE, 1,1,1-TRICHLORO-2,2-BIS(P-CHLOROPHENYL)-; (DDT)",50-29-3,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"1,4:5,8-DIMETHANONAPHTHALENE,1,2,3,4,10,10-",60-57-1,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"1,4:5,8-DIMETHANONAPHTHALENE,1,2,3,4,10,10-",72-20-8,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"4,7-METHANDINDENE, 1,4,5,6,7,8,8-HEPTACHLORO-3A,4,",76-44-8,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"4,7-METHANOINDAN,1,4,5,6,7,8,8-HEPTACHLORO-2,3-",1024-57-3,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"CYCLOHEXANE,1,2,3,4,5,6-HEXACHLORO-, GAMMA-ISOMER;",58-89-9,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"1,4:5,8-DIMETHANONAPHTHALENE,1,2,3,4,10,10-",309-00-2,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"5-NORBORNENE-2,3-DIMETHANOL,1,4,5,6,7,7-HEXACHLORO-, CYCLIC",959-98-8,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"5-NORBORNENE-2,3-DIMETHANOL,1,4,5,6,7,7-HEXACHLORO-, CYCLIC",33213-65-9,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"5-NORBORNENE-2,3-DIMETHANOL,1,4,5,6,7,7-HEXACHLORO-, CYCLIC",1031-07-8,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"4,7-METHANOINDAN,1,2,4,5,6,7,8,8-OCTACHLORO-3A,4,7,",57-74-9,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,ENDRIN ALDEHYDE (CERCLA),7421-93-4,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"CYCLOHEXANE,1,2,3,4,5,6-HEXACHLORO-, ALPHA-ISOMER; (BENZENE",319-84-6,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"CYCLOHEXANE,1,2,3,4,5,6-HEXACHLORO-, BETA-ISOMER; (BENZENE",319-85-7,<0.1%,0.1
PESTICIDES LEVEL 1 OR 2,BZLDV,"CYCLOHEXANE,1,2,3,4,5,6-HEXACHLORO-, DELTA-ISOMER; (BENZENE",319-86-8,<0.1%,0.1
"73-0002, CNS WOOD PRESERVATIVE, GREEN",BZLGQ,SOLVENT NAPHTHA (PETROLEUM) MEDIUM ALIPHATIC,64742-88-7,60.5%,60.5
"73-0002, CNS WOOD PRESERVATIVE, GREEN",BZLGQ,ALIPHATIC PETROLEUM SOLVENT,8008-20-6,9.3%,9.3
"O-D-1435B DISINFECTANT, GENERAL PURPOSE",BZLHJ,"ORTHO-PHENYLPHENOL,SODIUM SALT (ALSO:SODIUM O-PHENYLPHENATE",132-27-4,97%,97.0
"O-D-1435B DISINFECTANT, GENERAL PURPOSE",BZLHJ,SODIUM HYDROXIDE (CERCLA),1310-73-2,1-2%,2.0
WEEDAR BRAND 64 BROADLEAF HERBACIDE,BZLMS,"2,4-D ACID, DIMETHYLAMINE SALT OR ACETIC ACID,",2008-39-1,46.8%,46.8
ACE HARDWARE WASP & HORNET KILLER,BZMBX,"ETHANOL, 2-BUTOXY-; (ETHYLENE GLYCOL MONOBUTYL ETHER)",111-76-2,6%,6.0
ACE HARDWARE WASP & HORNET KILLER,BZMBX,HEPTANE,142-82-5,4%,4.0
ACE HARDWARE WASP & HORNET KILLER,BZMBX,"PHOSPHOROTHIOIC ACID, O,O-DIETHYL",2921-88-2,0.25%,0.25
ACE HARDWARE WASP & HORNET KILLER,BZMBX,"CYCLOPROPANECARBOXYLIC ACID,",28434-00-6,0.05%,0.05
ACE HARDWARE WASP & HORNET KILLER,BZMBX,PROPANE,74-98-6,3%,3.0
"PYREBAN 3 PESTICIDE, 73-80 F-091",BZMCX,PYRETHRUM; (PYRETHRINS) (CERCLA),8003-34-7,0.05%,0.05
"PYREBAN 3 PESTICIDE, 73-80 F-091",BZMCX,"TOLUENE,",51-03-6,,
"PYREBAN 3 PESTICIDE, 73-80 F-091",BZMCX,"PHOSPHORODITHIOIC ACID, O,O-DIETHYL",2921-88-2,0.55%,0.55
"PYREBAN 3 PESTICIDE, 73-80 F-091",BZMCX,STODDARD SOLVENT; (MINERAL SPIRITS),8052-41-3,,
"PYREBAN 3 PESTICIDE, 73-80 F-091",BZMCX,SOLVENT NAPHTHA (PETROLEUM) MEDIUM ALIPHATIC; (MINERAL,64742-88-7,,
"PYREBAN 3 PESTICIDE, 73-80 F-091",BZMCX,XYLENE (SARA 313) (CERCLA),1330-20-7,0.34%,0.34
"PYREBAN 3 PESTICIDE, 73-80 F-091",BZMCX,PROPANE,74-98-6,,
"PYREBAN 3 PESTICIDE, 73-80 F-091",BZMCX,"PROPANE, 2-METHYL-; (ISOBUTANE)",75-28-5,,
CYGON 2E SYSTEMIC INSECTICIDE,BZMLM,"PHOSPHORODITHIOIC ACID, O,O-DIMETHYL ESTER, S-ESTER WITH",60-51-5,23.4%,23.4
CYGON 2E SYSTEMIC INSECTICIDE,BZMLM,CYCLOHEXANONE (CERCLA),108-94-1,28%,28.0
CYGON 2E SYSTEMIC INSECTICIDE,BZMLM,"SOLVENT NAPHTHA (PETROLEUM), LIGHT AROMATIC; (SOLVENT",64742-95-6,>32%,32.0
CYGON 2E SYSTEMIC INSECTICIDE,BZMLM,XYLENE (SARA 313) (CERCLA),1330-20-7,8.6%,8.6
CYGON 2E SYSTEMIC INSECTICIDE,BZMLM,"BENZENE, ETHYL-; (ETHYL BENZENE) (SARA 313)",100-41-4,1.7%,1.7
REAL-KILL WASP & HORNET KILLER II,BZMLX,"ETHANOL, 2-BUTOXY-; (2-BUTOXYETHANOL) (ETHYLENE GLYCOL",111-76-2,6%,6.0
REAL-KILL WASP & HORNET KILLER II,BZMLX,HEPTANE; (N-HEPTANE),142-82-5,4%,4.0
REAL-KILL WASP & HORNET KILLER II,BZMLX,"PHOSPHOROTHIOIC ACID, O,O-DIETHYL",2921-88-2,0.25%,0.25
REAL-KILL WASP & HORNET KILLER II,BZMLX,D-TRANS ALLETHRIN,28434-00-6,0.05%,0.05
REAL-KILL WASP & HORNET KILLER II,BZMLX,PROPANE,74-98-6,3%,3.0
"TCLP PESTICIDE MIX, 32013",BZMVZ,METHANOL (SARA 313) (CERCLA),67-56-1,99.0%,99.0
"TCLP PESTICIDE MIX, 32013",BZMVZ,"1,4:5,8-DIMETHANONAPHTHALENE, 1,2,3,4,10,10-",72-20-8,0.2%,0.2
"TCLP PESTICIDE MIX, 32013",BZMVZ,"4,7-METHANOINDENE,1,4,5,6,7,8,8-HEPTACHLORO-3A,4,7",76-44-8,0.2%,0.2
"TCLP PESTICIDE MIX, 32013",BZMVZ,"ETHANE,1,1,1-TRICHLORO-2,2-BIS (P-METHOXYPHENYL)-;",72-43-5,0.2%,0.2
"TCLP PESTICIDE MIX, 32013",BZMVZ,"CYCLOHEXANE,1,2,3,4,5,6-HEXACHLORO-, GAMMA ISOMER;",58-89-9,0.2%,0.2
"TCLP PESTICIDE MIX, 32013",BZMVZ,"4,7-METHANOINDAN,1,4,5,6,7,8,8-HEPTACHLORO-2,3-",1024-57-3,0.2%,0.2
"TCLP PESTICIDE MIX, 32013-5XX",BZMWB,METHANOL (SARA 313) (CERCLA),67-56-1,99.0%,99.0
"TCLP PESTICIDE MIX, 32013-5XX",BZMWB,"1,4:5,8-DIMETHANONAPHTHALENE, 1,2,3,4,10,10-",72-20-8,0.2%,0.2
"TCLP PESTICIDE MIX, 32013-5XX",BZMWB,"4,7-METHANOINDENE,1,4,5,6,7,8,8-HEPTACHLORO-3A,4,7",76-44-8,0.2%,0.2
"TCLP PESTICIDE MIX, 32013-5XX",BZMWB,"ETHANE,1,1,1-TRICHLORO-2,2-BIS (P-METHOXYPHENYL)-;",72-43-5,0.2%,0.2
"TCLP PESTICIDE MIX, 32013-5XX",BZMWB,"CYCLOHEXANE,1,2,3,4,5,6-HEXACHLORO-, GAMMA ISOMER;",58-89-9,0.2%,0.2
"TCLP PESTICIDE MIX, 32013-5XX",BZMWB,"4,7-METHANOINDAN,1,4,5,6,7,8,8-HEPTACHLORO-2,3-",1024-57-3,0.2%,0.2
"TCLP PESTICIDE MIX, 32113",BZMWC,METHANOL (SARA 313) (CERCLA),67-56-1,99.0%,99.0
"TCLP PESTICIDE MIX, 32113",BZMWC,"1,4:5,8-DIMETHANONAPHTHALENE, 1,2,3,4,10,10-",72-20-8,0.2%,0.2
"TCLP PESTICIDE MIX, 32113",BZMWC,"4,7-METHANOINDENE,1,4,5,6,7,8,8-HEPTACHLORO-3A,4,7",76-44-8,0.2%,0.2
"TCLP PESTICIDE MIX, 32113",BZMWC,"ETHANE,1,1,1-TRICHLORO-2,2-BIS (P-METHOXYPHENYL)-;",72-43-5,0.2%,0.2
"TCLP PESTICIDE MIX, 32113",BZMWC,"CYCLOHEXANE,1,2,3,4,5,6-HEXACHLORO-, GAMMA ISOMER;",58-89-9,0.2%,0.2
"TCLP PESTICIDE MIX, 32113",BZMWC,"4,7-METHANOINDAN,1,4,5,6,7,8,8-HEPTACHLORO-2,3-",1024-57-3,0.2%,0.2
"TCLP HERBICIDE MIX, 32014",BZMWD,METHANOL (SARA 313) (CERCLA),67-56-1,99.6%,99.6
"TCLP HERBICIDE MIX, 32014",BZMWD,"ACETIC ACID, (2,4-DICHLOROPHENOXY)-;",94-75-7,0.2%,0.2
"TCLP HERBICIDE MIX, 32014",BZMWD,"PROPIONIC ACID, 2-(2,4,5-TRICHLOROPHENOXY)-; (SILVEX)",93-72-1,0.2%,0.2
"TCLP HERBICIDE MIX, 32014-5XX",BZMWF,METHANOL (SARA 313) (CERCLA),67-56-1,99.6%,99.6
"TCLP HERBICIDE MIX, 32014-5XX",BZMWF,"ACETIC ACID, (2,4-DICHLOROPHENOXY)-;",94-75-7,0.2%,0.2
"TCLP HERBICIDE MIX, 32014-5XX",BZMWF,"PROPIONIC ACID, 2-(2,4,5-TRICHLOROPHENOXY)-; (SILVEX)",93-72-1,0.2%,0.2
"TCLP HERBICIDE MIX, 32114",BZMWG,METHANOL (SARA 313) (CERCLA),67-56-1,99.6%,99.6
"TCLP HERBICIDE MIX, 32114",BZMWG,"ACETIC ACID, (2,4-DICHLOROPHENOXY)-;",94-75-7,0.2%,0.2
"TCLP HERBICIDE MIX, 32114",BZMWG,"PROPIONIC ACID, 2-(2,4,5-TRICHLOROPHENOXY)-; (SILVEX)",93-72-1,0.2%,0.2
"LYNSOL,1030,A 230 ETHYL ALCOHOL,DENATURED",BZNFC,ETHYL ALCOHOL (ETHANOL 190 OR 200 PROOF),64-17-5,90 - 95%,95.0
"LYNSOL,1030,A 230 ETHYL ALCOHOL,DENATURED",BZNFC,METHYL ALCOHOL (METHANOL) (SARA 313) (CERCLA),67-56-1,3 - 4%,4.0
"LYNSOL,1030,A 230 ETHYL ALCOHOL,DENATURED",BZNFC,ETHYL ACETATE (CERCLA),141-78-6,<2%,2.0
"LYNSOL,1030,A 230 ETHYL ALCOHOL,DENATURED",BZNFC,METHYL ISOBUTYL KETONE  (HEXONE) (SARA 313) (CERCLA),108-10-1,<2%,2.0
"LYNSOL,1030,A 230 ETHYL ALCOHOL,DENATURED",BZNFC,HYDROCARBON SOLVENT/VM & P NAPHTHA,64742-89-8,<2%,2.0
KARMEX DF HERBICIDE,BZNML,DIURON (CERCLA),330-54-1,80%,80.0
DIPHACINONE RODERE,BZNQL,DIPHACINONE (SARA III),82-66-6,0.005%,0.005
DIPHACINONE RODERE,BZNQL,PARAFFIN WAX,8002-74-2,38-40%,40.0
"P/N:19-0517-B, PT 515 WASP-FREEZE WASH & HORNET KILLER",BZNRN,MINERAL SPIRITS; ISOPARAFFINIC PETROLEUM SOLVENT (PART OF,64475-85-0,,
"P/N:19-0517-B, PT 515 WASP-FREEZE WASH & HORNET KILLER",BZNRN,CARBON DIOXIDE (PART OF SOLVENTS & PROPELLANTS EQUALLING TO,124-38-9,,
"P/N:19-0517-B, PT 515 WASP-FREEZE WASH & HORNET KILLER",BZNRN,PHENOTHRIN (3-PHENOXYBENZYL D-CIS & TRANS,26002-80-2,0.120%,0.12
"P/N:19-0517-B, PT 515 WASP-FREEZE WASH & HORNET KILLER",BZNRN,D-TRANS ALLETHRIN,28434-00-6,0.129%,0.129
ARMY TCM FORMULATION,BZNRZ,TCM OR TRICHLOROMELAMINE,7673-09-8,27.4%,27.4
ARMY TCM FORMULATION,BZNRZ,"CITRIC ACID, ANHYDROUS",77-92-9,53%,53.0
ARMY TCM FORMULATION,BZNRZ,MONOSODIUM DIHYDROGEN PHOSPHATE,7558-80-7,7.6%,7.6
PRENTOX MALATHION ULV,BZNTL,"MALATHION (SARA III) (O,O-DIMETHYL DITHIOPHOSPHATE OF",121-75-5,95%,95.0
400009-312;WESCODYNE,BZPGS,PHOSPHORIC ACID (SARA 313) (CERCLA),7664-38-2,16%,16.0
400009-312;WESCODYNE,BZPGS,IODINE,7553-56-2,1.75%,1.75
SMCP MALATHION 57%,BZPHM,MALATHION (CERCLA),121-75-5,57.0%,57.0
"1967 L.O. SECT, DURSBAN/PYRETHRIUM INSECTICIDE",BZPLG,2-BUTOXYETHANOL; (ETHYLENEGLYCOLMONOBUTYL ETHER),111-76-2,,
"1967 L.O. SECT, DURSBAN/PYRETHRIUM INSECTICIDE",BZPLG,CHLORPYRIFOS (CERCLA),2921-88-2,,
"1967 L.O. SECT, DURSBAN/PYRETHRIUM INSECTICIDE",BZPLG,PIPERONYL BUTOXIDE,51-03-6,,
"1967 L.O. SECT, DURSBAN/PYRETHRIUM INSECTICIDE",BZPLG,BENZIN; (PETROLEUM DISTILLATE),8030-30-6,,
"1967 L.O. SECT, DURSBAN/PYRETHRIUM INSECTICIDE",BZPLG,OCTYLPHENOXY POLYETHOXYETHANOL;,9036-19-5,,
"1967 L.O. SECT, DURSBAN/PYRETHRIUM INSECTICIDE",BZPLG,"XYLENES (O-,M-,P- ISOMERS) (SARA 313) (CERCLA)",1330-20-7,,
"1967 L.O. SECT, DURSBAN/PYRETHRIUM INSECTICIDE",BZPLG,ARSENIC (SARA 313) (CERCLA),7440-38-2,TRACE,
PT 270 DURSBAN,BZPMP,"METHYL CHLOROFORM (1,1,1-TRICHLOROEHANE) (SARA 313)",71-55-6,95.3%,95.3
PT 270 DURSBAN,BZPMP,CARBON DIOXIDE,124-38-9,,
PT 270 DURSBAN,BZPMP,CHLORPYRIFOS (CERCLA),2921-88-2,1%,1.0
"PRENTOX DIAZINON 5G, 655-556",BZPXW,"PHOSPHOROTHIOIC ACID, O,O-DIETHYL",333-41-5,5%,5.0
"BIO-PERGE, 17-377",BZQHG,"4-ISOTHIAZOLIN-3-ONE, 5-CHLORO-2-METHYL-;",26172-55-4,1.15%,1.15
"BIO-PERGE, 17-377",BZQHG,"3(2H)-ISOTHIAZOLONE, 2-METHYL-;",2682-20-4,0.35%,0.35
"BIO-PERGE, 17-377",BZQHG,MAGNESIUM CHLORIDE,7786-30-3,<2.0%,2.0
"BIO-PERGE, 17-377",BZQHG,MAGNESIUM (II) NITRATE(1:2); (MAGNESIUM NITRATE),10377-60-3,>3.0%,3.0
"BIO-PERGE, 17-377",BZQHG,WATER,7732-18-5,<96%,96.0
MISTY DUALCIDE,BZQNM,STODDARD SOLVENT; (PETROLEUM DISTILLATES),8052-41-3,,
MISTY DUALCIDE,BZQNM,PROPANE; (PROPANE/ISOBUTANE BLEND W/ING 3),74-98-6,,
MISTY DUALCIDE,BZQNM,"PROPANE, 2-METHYL-; (ISOBUTANE)",75-28-5,,
MISTY DUALCIDE,BZQNM,"CYCLOPROPANECARBOXYLIC ACID, 2,2-DIMETHYL-3-(2-",7696-12-0,0.2%,0.2
MISTY DUALCIDE,BZQNM,"CYCLOPROPANECARBOXYLIC ACID, 2,2-DIMETHYL-3-(2-",26002-80-2,0.2%,0.2
"PESTICIDES SURROGATE SPIKE MIX, 48460",BZQTS,DECACHLOROBIPHENYL,2051-24-3,0.02%,0.02
"PESTICIDES SURROGATE SPIKE MIX, 48460",BZQTS,"2,4,5,6-TETRACHLORO-M-XYLENE;",877-09-8,0.02%,0.02
"PESTICIDES SURROGATE SPIKE MIX, 48460",BZQTS,ACETONE; (2-PROPANONE)  (SARA 313) (CERCLA).,67-64-1,99-100%,100.0
CLIPPERCIDE,BZQXT,2-BIPHENYLOL; (O-PHENYL PHENOL) (SARA 313),90-43-7,0.41%,0.41
CLIPPERCIDE,BZQXT,ISOPROPYL ALCOHOL (SARA 313),67-63-0,45.63%,45.63
CLIPPERCIDE,BZQXT,"PROPANE, 2-METHYL-; (ISOBUTANE). MFR CAS #72-28-5",75-28-5,,
CLIPPERCIDE,BZQXT,PROPANE,74-98-6,,
"FOAMING INSURANCE, 6404",BZQYK,"N-ALKYL DIMETHYL BENZYL AMMONIUM CHLORIDE(60% C14, 30% C16,",68391-01-5,0.1%,0.1
"FOAMING INSURANCE, 6404",BZQYK,"N-ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE(68% C12, 32%",68356-79-6,0.1%,0.1
"FOAMING INSURANCE, 6404",BZQYK,"ETHANOL, 2-BUTOXY-; (2-BUTOXYETHANOL)",111-76-2,2.0%,2.0
AGRIFORM PLANTING TABLETS 20-10-5 PLUS MINORS,BZRHJ,"UREA, POLYMER W/FORMALDEHYDE; (UREAFORMALDEHYDE)",9011-05-6,,
AGRIFORM PLANTING TABLETS 20-10-5 PLUS MINORS,BZRHJ,CALCIUM PHOSPHATE TRIBASIC; (CALCIUM PHOSPHATES),1306-06-5,,
AGRIFORM PLANTING TABLETS 20-10-5 PLUS MINORS,BZRHJ,POTASSIUM SULFATE (2:1),7778-80-5,,
AGRIFORM PLANTING TABLETS 20-10-5 PLUS MINORS,BZRHJ,"SULFURIC ACID, CALCIUM SALT (1:1); (CALCIUM SULFATE)",7778-18-9,<3%,3.0
AGRIFORM PLANTING TABLETS 20-10-5 PLUS MINORS,BZRHJ,UREA,57-13-6,<2%,2.0
AGRIFORM PLANTING TABLETS 20-10-5 PLUS MINORS,BZRHJ,IRON (II) SULFATE (1:1); (FERROUS SULFATE) (CERCLA),7720-78-7,<2%,2.0
AGRIFORM PLANTING TABLETS 20-10-5 PLUS MINORS,BZRHJ,MAGNESIUM OXIDE,1309-48-4,<1%,1.0
AGRIFORM PLANTING TABLETS 20-10-5 PLUS MINORS,BZRHJ,MANGANESE (II) SULFATE (1:1),7785-87-7,<1%,1.0
AGRIFORM PLANTING TABLETS 20-10-5 PLUS MINORS,BZRHJ,COPPER (II) SULFATE (1:1),7758-98-7,<1%,1.0
CYGON 400 SYSTEMIC INSECTICIDE-MITICIDE,BZRQM,"PHOSPHORODITHIOIC ACID, O,O-DIMETHYL ESTER, S-ESTER WITH",60-51-5,43.5%,43.5
CYGON 400 SYSTEMIC INSECTICIDE-MITICIDE,BZRQM,"CYCLOHEXANONE (CERCLA)   BP: 313F,156C",108-94-1,35-40%,40.0
CYGON 400 SYSTEMIC INSECTICIDE-MITICIDE,BZRQM,GASOLINE; (PETROLEUM DISTILLATE),8006-61-9,8.5%,8.5
DEODORANT - ROOM,BZTGL,ISOPROPYL ALCOHOL (SARA 313),67-63-0,5-10%,10.0
DEODORANT - ROOM,BZTGL,NONYLPHENOXYPOLY (ETHYLENEOXY) ETHANOL,9016-45-9,<5.0%,5.0
722 EATON'S ALL WEATHER BAIT BITZ RODENTICIDE,BZTTH,"2-(DIPHENYLACETYL)1,3-INDANDIONE, DIPHACINONE",82-66-6,0.005%,0.005
0334 ZEP METER MIST COUNTRY GARDEN,BZVCH,"KEROSENE (PETROLEUM), HYDROTREATED (C10-C15 SATURATED",64742-47-8,20-30%,30.0
0334 ZEP METER MIST COUNTRY GARDEN,BZVCH,"ISOPROPANOL (ISOPROPYL ALCOHOL), 2-PROPANOL, DIMETHYL",67-63-0,<5%,5.0
0334 ZEP METER MIST COUNTRY GARDEN,BZVCH,"ETHANOL (ETHYL ALCOHOL), TECSOL, ALCOHOL, SYNASOL",64-17-5,10-20%,20.0
0334 ZEP METER MIST COUNTRY GARDEN,BZVCH,PROPANE (DIMETHYLMETHANE)	*96-2*,74-98-6,,
0334 ZEP METER MIST COUNTRY GARDEN,BZVCH,"BUTANE, N-BUTANE",106-97-8,,
EUD002 TEMPO 20 WP-0.1% END-USE DILUTION,BZWBZ,CYFLUTHRIN,68359-37-5,0.1%,0.1
3309001 BOTH ENVIRO ORGANIC FIRE ANT REMOVER,BZXLS,"DIATOMACEOUS SILICA, CALCINED",91053-39-3,80-90%,90.0
3309001 BOTH ENVIRO ORGANIC FIRE ANT REMOVER,BZXLS,"SILICA CRYSTALLINE, SILICA (CRISTOBALITE) (SUSPECTED HUMAN",14464-46-1,0.5-1%,1.0
3309001 BOTH ENVIRO ORGANIC FIRE ANT REMOVER,BZXLS,"CRYSTALLINE-QUARTZ SILICA, SILICA DUST    (SUSPECTED HUMAN",14808-60-7,0.5-1%,1.0
19-0566-E WHITMIRE PT 565 PLUS XLO CONTACT INSECTICIDE,BZXNQ,PIPERONYL BUTOXIDE,51-03-6,1%,1.0
19-0566-E WHITMIRE PT 565 PLUS XLO CONTACT INSECTICIDE,BZXNQ,"N-OCTYL BICYCLOHEPTENE DICARBOXIMIDE, MGK-264",463-04-7,1%,1.0
19-0566-E WHITMIRE PT 565 PLUS XLO CONTACT INSECTICIDE,BZXNQ,D-TRANS-ALLETHRIN,28434-00-6,0.25%,0.25
